ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason,tier,spac_review
HONDU,HONDU,HCM II Acquisition Corp.,2024-08-16,nan,2024.0,10.0,1.0,28750000.0,,,,,0.2875,0.2875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
POLEU,POLEU,Andretti Acquisition Corp. II,2024-09-06,2024-09-06,2024.0,10.0,1.0,28750000.0,,,,,0.2875,0.2875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
LPBBU,LPBBU,Launch Two Acquisition Corp.,2024-10-08,2024-10-08,2024.0,10.0,1.0,28750000.0,,,,,0.2875,0.2875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
JACSU,JACSU,Jackson Acquisition Co II,2024-12-10,nan,2024.0,10.0,1.0,28750000.0,,,,,0.2875,0.2875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SCACU,SCACU,Saban Capital Acquisition Corp,2016-09-16,nan,2016.0,10.0,1.0,28500000.0,,,,,0.285,0.285,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GFGDU,GFGDU,Growth for Good Acquisition Co,2021-12-10,nan,2021.0,10.0,1.0,28234000.0,,,,,0.28234,0.28234,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IACC,IACC,ION Acquisition Corp 3 Ltd,2021-04-30,nan,2021.0,10.0,1.0,28190000.0,,,,,0.2819,0.2819,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
FSRVU,FSRVU,Finserv Acq Corp,2019-11-01,nan,2019.0,10.0,1.0,28165000.0,,,,,0.28165,0.28165,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
HCCOU,HCCOU,Healthcare Merger Corp,2019-12-13,nan,2019.0,10.0,1.0,28140000.0,,,,,0.2814,0.2814,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
TBRGU,TBRGU,Thunder Bridge Acq Ltd,2018-06-19,nan,2018.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SMMCU,SMMCU,South Mountain Merger Corp,2019-06-20,nan,2019.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CIICU,CIICU,CIIG Merger Corp,2019-12-13,nan,2019.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
OACBU,OACB,Oaktree Acquisition Corp II,2020-09-17,nan,2020.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IACAU,IACA.,ION Acquisition Corp 1 Ltd,2020-10-02,nan,2020.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SVOKU,SVOKU,Seven Oaks Acquisition Corp.,2020-12-18,nan,2020.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CRU'U,CRU.U,Crucible Acquisition Corp,2021-01-05,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GSAQU,GSAQU,Global Synergy Acq Corp,2021-01-08,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
HCIIU,HCIIU,Hudson Exec Invest Corp II,2021-01-26,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
FSSIU,FSSIU,Fortistar Sustainable,2021-01-27,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
VPCBU,VPCBU,VPC Impact Acq Hldg II,2021-03-05,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
NPABU,NPABU,New Providence Acquisition Cor,2021-11-05,nan,2021.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SPCMU,SPCMU,Sound Point Acquisition Corp I,2022-03-02,nan,2022.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IVCAU,IVCAU,Investcorp India Acquisition,2022-05-10,nan,2022.0,10.0,1.0,28125000.0,,,,,0.28125,0.28125,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
BLUWU,BLUWU,Blue Water Acquisition Corp. I,2025-06-10,2025-06-10,2025.0,10.0,1.0,28120000.0,,,,,0.2812,0.2812,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
NFINU,NFINU,Netfin Acquisition Corp,2019-07-31,nan,2019.0,10.0,1.0,28115000.0,,,,,0.28115,0.28115,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CORSU,CORS.,Corsair Partnering Corp,2021-07-01,nan,2021.0,10.0,1.0,28090000.0,,,,,0.2809,0.2809,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
ACAQU,ACAQ.,Athena Consumer Acquisition Co,2021-10-20,nan,2021.0,10.0,1.0,28000000.0,,,,,0.28,0.28,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IOACU,IOACU,Innovative International Acqui,2021-10-27,nan,2021.0,10.0,1.0,28000000.0,,,,,0.28,0.28,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
EVOXU,EVOXU,Evolution Global Acquisition,2025-11-11,2025-11-11,2025.0,10.0,1.0,28000000.0,,,,,0.28,0.28,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
PCAPU,PCAPU,ProCap Acquisition Corp,2025-05-21,2025-05-21,2025.0,10.0,1.0,27930000.0,,,,,0.2793,0.2793,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CCIRU,CCIRU,Cohen Circle Acquisition Corp.,2024-10-11,nan,2024.0,10.0,1.0,27905000.0,,,,,0.27905,0.27905,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
TKKSU,TKKSU,TKK Symphony Acquisition Corp,2018-08-16,nan,2018.0,10.0,1.0,27700000.0,,,,,0.277,0.277,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
ATIIU,ATIIU,Archimedes Tech SPAC Partners,2025-02-11,2025-02-11,2025.0,10.0,1.0,25750000.0,29590000.0,,0.2959,,0.2575,0.2767,auto:edgar+ritter,high,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SVIIU,SVIIU,Spring Valley Acq Corp II,2022-10-13,nan,2022.0,10.0,1.0,27666667.0,,,,,0.27666667,0.27666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
VCICU,VCICU,Vine Hill Capital Investment,2024-09-06,nan,2024.0,10.0,1.0,27666667.0,,,,,0.27666667,0.27666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
DRDBU,DRDBU,Roman DBDR Acquisition Corp. I,2024-12-13,2024-12-13,2024.0,10.0,1.0,27666667.0,,,,,0.27666667,0.27666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SVACU,SVACU,Spring Valley Acquisition Corp,2025-09-04,2025-09-04,2025.0,10.0,1.0,27666667.0,,,,,0.27666667,0.27666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
BLVDU,BLVDU,Boulevard Acquisition Corp,2014-02-13,nan,2014.0,10.0,1.0,27562000.0,,,,,0.27562,0.27562,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
HPX'U,HPX.U,HPX Corp,2020-07-16,nan,2020.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
DBDRU,DBDRU,Roman DBDR Tech Acq Corp,2020-11-06,nan,2020.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
RCLFU,RCLFU,Rosecliff Acquisition Corp I,2021-02-12,nan,2021.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
LOKMU,LOKM.,Live Oak Mobility Acq Corp,2021-03-02,nan,2021.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,name+date(0.60),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SBIIU,SBII.,Sandbridge X2 Corp,2021-03-10,nan,2021.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
GGAAU,GGAAU,Genesis Growth Tech Acquisitio,2021-12-09,nan,2021.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
IPXXU,IPXXU,Inflection Point Acquisit'n II,2023-05-25,nan,2023.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
PACHU,PACHU,Pioneer Acquisition I Corp,2025-06-18,2025-06-18,2025.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
OBAWU,OBAWU,Oxley Bridge Acquisition ltd,2025-06-25,2025-06-25,2025.0,10.0,1.0,27500000.0,,,,,0.275,0.275,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CLINU,CLINU,Clean Earth Acquisitions Corp,2022-02-24,nan,2022.0,10.0,1.0,27467000.0,,,,,0.27467,0.27467,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IRHOU,IRHOU,Iron Horse Acquisition II Corp,2025-12-17,2025-12-17,2025.0,10.0,1.0,25570000.0,29320000.0,,0.2932,,0.2557,0.27444999999999997,auto:edgar+ritter,high,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
KOYNU,KOYNU,CSLM Digital Asset Acquisition,2025-08-27,2025-08-27,2025.0,10.0,1.0,27441667.0,,,,,0.27441667,0.27441667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
INAQU,INAQU,INSU Acquisition Corp II,2020-09-03,nan,2020.0,10.0,1.0,27387000.0,,,,,0.27387,0.27387,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
BIXIU,BIXIU,Bitcoin Infrastructure Acquis,2025-12-02,2025-12-02,2025.0,10.0,1.0,27366667.0,,,,,0.27366667,0.27366667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
VCXAU,VCXAU,10X Capital Venture Acquisitio,2021-08-11,nan,2021.0,10.0,1.0,27321667.0,,,,,0.27321667,0.27321667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SAC'U,SAC.U,Safeguard Acquisition Corp.,2025-12-04,nan,2025.0,10.0,1.0,27306667.0,,,,,0.27306667,0.27306667,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SVAQU,SVAQU,Silicon Valley Acq,2025-12-23,2025-12-23,2025.0,10.0,1.0,27291000.0,,,,,0.27291,0.27291,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SZZLU,SZZLU,Sizzle Acquisition Corp. II,2025-04-02,2025-04-02,2025.0,10.0,1.0,27266667.0,,,,,0.27266667,0.27266667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CHACU,CHACU,Crane Harbor Acquisition Corp.,2025-04-25,nan,2025.0,10.0,1.0,27266667.0,,,,,0.27266667,0.27266667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
RNGTU,RNGTU,Range Capital Acquisition Corp,2025-10-03,2025-10-03,2025.0,10.0,1.0,27266667.0,,,,,0.27266667,0.27266667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
VACIU,VACIU,Viking Acquisition Corp I,2025-10-31,nan,2025.0,10.0,1.0,27266667.0,,,,,0.27266667,0.27266667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CRAQU,CRAQU,Cal Redwood Acquisition Corp.,2025-05-23,2025-05-23,2025.0,10.0,1.0,27266000.0,,,,,0.27266,0.27266,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
AEAQU,AEAQU,Activate Energy Acquisition Co,2025-12-04,2025-12-04,2025.0,10.0,1.0,27251667.0,,,,,0.27251667,0.27251667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
MONCU,MONCU,Monument Circle Acq Corp,2021-01-14,nan,2021.0,10.0,1.0,27250000.0,,,,,0.2725,0.2725,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
ADALU,ADALU,Anthemis Digital Acquisitions,2021-10-28,nan,2021.0,10.0,1.0,27187500.0,,,,,0.271875,0.271875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IVCPU,IVCPU,Swiftmerge Acquisition Corp,2021-12-15,nan,2021.0,10.0,1.0,27187500.0,,,,,0.271875,0.271875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
RTACU,RTACU,Renatus Tactical Acquisition,2025-05-15,2025-05-16,2025.0,10.0,1.0,27096774.0,,,,,0.27096774,0.27096774,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GAQ'U,GAQ.U,Generation Asia I Acquisition,2022-01-20,nan,2022.0,10.0,1.0,27000000.0,,,,,0.27,0.27,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
ITHXU,ITHXU,Ithax Acquisition Corp,2021-01-28,nan,2021.0,10.0,1.0,26925000.0,,,,,0.26925,0.26925,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
PMTRU,PMTRU,Perimeter Acquisition Corp.,2025-05-13,2025-05-13,2025.0,10.0,1.0,26825000.0,6037500.0,,0.060375,,0.26825,0.26825,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
IMAQU,IMAQU,International Media Acquisitio,2021-07-29,2021-07-29,2021.0,10.0,1.0,29547000.0,23796900.0,,0.237969,,0.29547,0.2667195,auto:edgar+ritter,high,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
HLAHU,HLAHU,Hamilton Lane Alliance Hldg I,2021-01-13,nan,2021.0,10.0,1.0,26667000.0,,,,,0.26667,0.26667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
FLYAU,FLYA.,SOAR Technology Acquisition Co,2021-09-16,nan,2021.0,10.0,1.0,26666667.0,,,,,0.26666667,0.26666667,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
JGGCU,JGGCU,Jaguar Global Growth Corp I,2022-02-11,nan,2022.0,10.0,1.0,26666667.0,,,,,0.26666667,0.26666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
TVACU,TVACU,Texas Ventures Acquisition III,2025-04-23,2025-04-23,2025.0,10.0,1.0,26666667.0,,,,,0.26666667,0.26666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
ITHAU,ITHAU,ITHAX Acquisition Corp III,2025-12-12,2025-12-12,2025.0,10.0,1.0,26666667.0,,,,,0.26666667,0.26666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
VHCPU,VHCPU,Vine Hill Capital Invest II,2025-12-18,2025-12-18,2025.0,10.0,1.0,26666667.0,,,,,0.26666667,0.26666667,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
LEGOU,LEGOU,Legato Merger Corp,2021-01-20,nan,2021.0,10.0,1.0,26402000.0,,,,,0.26402,0.26402,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GSRFU,GSRFU,GSR IV Acquisition Corp.,2025-09-04,2025-09-04,2025.0,10.0,1.0,26360500.0,,,,,0.263605,0.263605,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CMSSU,CMSSU,CM Seven Star Acquisition Corp,2017-10-26,nan,2017.0,10.0,1.0,26323000.0,,,,,0.26323,0.26323,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
NESRU,NESRU,Natl Energy Svcs Reunited Corp,2017-05-12,nan,2017.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
AEACU,AEACU,Authentic Equity Acq Corp,2021-01-15,nan,2021.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
CLIMU,CLIM.,Climate Real Impact Solut II,2021-01-27,nan,2021.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,name+date(0.57),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
NRACU,NRACU,Noble Rock Acquisition Corp,2021-02-02,nan,2021.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
DMYSU,DMYS.,dMY Technology Group Inc VI,2021-10-01,nan,2021.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
STETU,STET.,ST Energy Transition I Ltd,2021-12-03,nan,2021.0,10.0,1.0,26250000.0,,,,,0.2625,0.2625,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
LWACU,LWACU,LightWave Acquisition Corp.,2025-06-25,2025-06-25,2025.0,10.0,1.0,26175000.0,,,,,0.26175,0.26175,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
MMDMU,MMDMU,Modern Media Acquisition Corp,2017-05-12,nan,2017.0,10.0,1.0,25875000.0,,,,,0.25875,0.25875,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
HYACU,HYACU,Haymaker Acquisition Corp. 4,2023-07-26,nan,2023.0,10.0,1.0,25767600.0,,,,,0.257676,0.257676,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CNGLU,CNGLU,Canna-Global Acquisition Corp,2021-11-30,2021-11-30,2021.0,10.0,1.0,25762500.0,,,,,0.257625,0.257625,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
MUDSU,MUDSU,Mudrick Capital Acquisition,2018-02-08,nan,2018.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SMIHU,SMIHU,Summit Healthcare Acq Corp,2021-06-09,nan,2021.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
SCUAU,SCUA.,Sculptor Acquisition Corp I,2021-12-09,nan,2021.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
RENEU,RENEU,Cartesian Growth Corp II,2022-05-06,nan,2022.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
SBXDU,SBXDU,SilverBox Corp IV,2024-08-16,nan,2024.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GSRTU,GSRTU,GSR III Acquisition Corp.,2024-11-07,nan,2024.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
AACBU,AACBU,Artius II Acquisition. Inc.,2025-02-13,2025-02-13,2025.0,10.0,1.0,25750000.0,,,,,0.2575,0.2575,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
PSACU,PSACU,Property Solutions Acq Corp,2020-07-22,nan,2020.0,10.0,1.0,25735000.0,,,,,0.25735,0.25735,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
OTGAU,OTGAU,OTG Acquisition Corp. I,2025-09-12,2025-09-12,2025.0,10.0,1.0,25700000.0,,,,,0.257,0.257,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
FMCIU,FMCIU,Forum Merger II Corp,2018-08-03,nan,2018.0,10.0,1.0,25655000.0,,,,,0.25655,0.25655,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
LCAPU,LCAPU,Lionheart Acquisition Corp II,2020-08-14,nan,2020.0,10.0,1.0,25650000.0,,,,,0.2565,0.2565,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
LHAA,LHAA,Lerer Hippeau Acquisition Corp,2021-03-05,nan,2021.0,10.0,1.0,25640000.0,,,,,0.2564,0.2564,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CTACU,CTACU,ChaSerg Technology Acquisition,2018-10-05,2018-10-05,2018.0,10.0,1.0,25600000.0,,5500000.0,,0.055,0.256,0.256,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
AKICU,AKICU,Sports Ventures Acq Corp,2021-01-06,nan,2021.0,10.0,1.0,25600000.0,,,,,0.256,0.256,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
FRONU,FRONU,Frontier Acq Corp,2021-03-11,nan,2021.0,10.0,1.0,25600000.0,,,,,0.256,0.256,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (unit_ticker+offer10) - excluded by spec,sub,False
HVMCU,HVMC,Highview Merger Corp.,2025-08-12,2025-08-12,2025.0,10.0,1.0,25600000.0,,,,,0.256,0.256,ritter-anchor,med,name+date(1.00),spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
GPACU,GPACU,General Purpose Acquisition Co,2025-12-03,2025-12-03,2025.0,10.0,1.0,25600000.0,,,,,0.256,0.256,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
BIOSU,BIOSU,BioPlus Acquisition Corp,2021-12-03,nan,2021.0,10.0,1.0,25560000.0,,,,,0.2556,0.2556,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
CFFEU,CFFEU,CF Acquisition Corp VIII,2021-03-12,nan,2021.0,10.0,1.0,25540000.0,,,,,0.2554,0.2554,ritter-anchor,med,ticker+date,spac_excluded,SPAC/SPAC-unit (spac_name+offer10) - excluded by spec,sub,False
